"title","genre","nation","time","date","grade","director","star","aud_score","cri_score","net_score","SF","가족","공연실황","공포","느와르","다큐멘터리","드라마","멜로.로맨스","모험","무협","뮤지컬","미스터리","범죄","블랙코미디","서부","서사","서스펜스","스릴러","애니메이션","액션","에로","전쟁","코미디","판타지"
"트립 투 잉글랜드","['코미디']","영국",112,"2015.11.26","15세 관람가","마이클 윈터바텀","['스티브 쿠건', '롭 브라이든']",8.05,6.4,6.98,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"어떤이의 꿈","['드라마']","한국",72,"2015.11.26","12세 관람가","조성규","['김동완', '후지이 미나', '최필립']",9.4,3,8.03,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"다크 나이트","['액션', '범죄', '드라마', '미스터리', '스릴러']","미국",152,"2009.02.19","15세 관람가","크리스토퍼 놀란","['크리스찬 베일', '히스 레저', '아론 에크하트']",10,8.7,9.31,"0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","1","0","1","0","0","0","0"
"복면 달호","['코미디', '드라마']","한국",114,"2007.02.14","12세 관람가","김상찬","['차태현', '임채무', '이소연']",NA,4.67,7.47,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"킹콩","['모험', '판타지', '액션']","뉴질랜드",186,"2005.12.14","15세 관람가","피터 잭슨","['나오미 왓츠', '잭 블랙', '애드리언 브로디']",NA,8.5,8.95,"0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1"
"퍼펙트 호스트","['스릴러', '코미디', '범죄']","미국",93,"2013.11.14","청소년 관람불가","닉 톰네이","['데이빗 하이드 피어스', '클레인 크로포드']",NA,6,7.03,"0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0"
"신세계","['범죄', '드라마']","한국",134,"2013.02.21","청소년 관람불가","박훈정","['이정재', '최민식', '황정민']",NA,7.22,8.88,"0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"워낭소리","['다큐멘터리', '가족']","한국",75,"2009.12.19","전체 관람가","이충렬","['최원균', '이삼순', '최노인의 소']",NA,6.82,8.69,"0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"테일 오브 테일즈","['판타지']","이탈리아",133,"2016.11.24","청소년 관람불가","마테오 가로네","['셀마 헤이엑', '뱅상 카셀', '스테이시 마틴']",7.81,6.38,7.83,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"더 팩트","['스릴러', '공포', '미스터리']","미국",89,"2013.08.14","15세 관람가","니콜라스 맥카시","['케이티 롯츠', '캐스퍼 반 디엔', '헤일리 허드슨']",NA,6.44,NA,"0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0"
"월하의 침략자","['다큐멘터리']","일본",170,"2013.08.15","전체 관람가","마에다 켄지","['김수진', '이케다 마사코']",NA,7.91,NA,"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"즐거운 인생","['코미디']","한국",112,"2007.09.13","전체 관람가","이준익","['정진영', '김윤석', '김상호']",NA,9.14,NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"극장판 파워레인저: 닌자포스 VS 트레인포스 닌자 인 원더랜드","['액션', '모험']","일본",60,"2016.11.03","전체 관람가","나카자와 쇼지로","['니시카와 슌스케', '마츠모토 가쿠', '나카무라 카이토']",8.5,8.93,NA,"0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"코만도","['액션']","미국",90,"1985.12.06","청소년 관람불가","마크 L. 레스터","['아놀드 슈왈제네거']",NA,8.55,NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"심야식당","['드라마']","일본",120,"2015.06.18","12세 관람가","마츠오카 조지","['코바야시 카오루', '오다기리 죠']",8.33,6.03,8.15,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"선생 김봉두","['코미디', '드라마']","한국",117,"2003.03.28","12세 관람가","장규성","['차승원']",NA,8.88,NA,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"노아-40일간의기적","['SF', '액션']","미국",86,"2014.08.13","12세 관람가","피터 가이거","['알렉스 카터', '모니카 키나', '크리스티아나 카마인']",NA,2.28,NA,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"감기","['드라마', '모험', '액션']","한국",121,"2013.08.14","15세 관람가","김성수","['장혁', '수애', '박민하']",NA,6.15,7.09,"0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"단지 세상의 끝","['드라마']","캐나다",99,"2017.01.18","15세 관람가","자비에 돌란","['나탈리 베이', '뱅상 카셀', '마리옹 꼬띠아르']",7.67,6.86,7.48,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"패딩턴","['코미디', '가족', '모험']","영국",95,"2015.01.07","전체 관람가","폴 킹","['니콜 키드먼', '벤 위쇼', '휴 보네빌']",8.76,6.64,8.58,"0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"음란서생","['멜로/로맨스', '코미디', '드라마']","한국",139,"2006.02.23","청소년 관람불가","김대우","['한석규', '이범수', '김민정']",NA,6.86,6.97,"0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"아름답다","['드라마']","한국",87,"2008.02.14","청소년 관람불가","전재홍","['차수연', '이천희']",NA,4,6.51,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"뫼비우스","['드라마']","한국",90,"2013.09.05","청소년 관람불가","김기덕","['조재현', '서영주', '이은우']",NA,6,5.69,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"일본 침몰","['SF', '드라마', '모험', '스릴러']","일본",133,"2006.08.31","12세 관람가","히구치 신지","['토요카와 에츠시', '쿠사나기 츠요시', '다이치 마오']",NA,5,3.36,"1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"마이 파더","['드라마']","한국",107,"2007.09.06","15세 관람가","황동혁","['김영철', '다니엘 헤니']",NA,6.33,8.48,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"톱스타","['드라마']","한국",114,"2013.10.24","15세 관람가","박중훈","['엄태웅', '김민준', '소이현']",NA,6.42,7.39,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"믹막: 티르라리고 사람들","['코미디', '범죄']","프랑스",104,"2012.05.10","15세 관람가","장-피에르 주네","['대니 분', '오마 사이', '앙드레 뒤솔리에']",10,6.8,8.3,"0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0"
"극장판 빰바라빤쮸: 바나나 왕국의 비밀","['모험']","일본",63,"2017.02.22","전체 관람가","벤비 네코","['김율', '김채하', '황원']",7.71,8.76,NA,"0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"감출 수 없는 본능-몰카","['스릴러', '드라마']","한국",95,"2016.06.09","청소년 관람불가","김병관","['이선주', '박정환', '장용석']",NA,7.45,NA,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"충녀","['드라마']","한국",120,"1972.10.06","청소년 관람불가","김기영","['윤여정', '남궁원', '전계현']",NA,7.5,NA,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"워리어","['액션', '드라마']","미국",121,"2011.11.02","15세 관람가","게빈 오코너","['톰 하디', '조엘 에저튼', '제니퍼 모리슨']",NA,5.7,8.71,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"블리드 포 디스","['드라마']","미국",116,"2017.03.16","15세 관람가","벤 영거","['마일즈 텔러', '아론 에크하트']",9.21,5.4,8.82,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"깊은 사정","['멜로/로맨스']","한국",89,"2017.02.15","청소년 관람불가","이마오카 신지","['최민호', '오다 아스카', '사쿠라 유라']",NA,5.4,NA,"0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"나쁜 이웃들","['코미디']","미국",96,"2014.07.03","청소년 관람불가","니콜라스 스톨러","['세스 로건', '잭 에프론', '로즈 번']",8.04,5.88,7.33,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"더 리치","['스릴러']","미국",92,"2015.07.16","15세 관람가","진-밥티스트 레오네티","['마이클 더글라스', '제레미 어바인', '한나 맹간 로렌스']",8.45,5.38,7.31,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"트리플 엑스","['액션', '모험', '스릴러']","미국",124,"2002.10.03","12세 관람가","롭 코헨","['빈 디젤', '아시아 아르젠토', '마튼 초카스']",NA,7.96,NA,"0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0"
"수호지 최강무적 탕륭","['액션']","중국",92,"2015.08.20","12세 관람가","류신의","['조패']",NA,8.8,NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"스플래쉬","['코미디', '판타지', '멜로/로맨스']","미국",111,"1988.04.02","PG","론 하워드","['톰 행크스', '대릴 한나', '유진 레비']",NA,9,NA,"0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"터치 바이 터치","['멜로/로맨스']","한국",76,"2015.04.30","청소년 관람불가","김호준","['하나경', '구지성']",NA,2,3.68,"0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"빅뱅 메이드","['다큐멘터리']","한국",114,"2016.06.30","12세 관람가","변진호","['G-DRAGON', '태양', 'T.O.P']",NA,5.71,9.1,"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"사보타지","['액션', '범죄', '드라마', '스릴러']","미국",102,"2014.07.23","청소년 관람불가","데이비드 에이어","['아놀드 슈왈제네거', '샘 워싱턴', '올리비아 윌리암스']",5.6,5,7.15,"0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0"
"시애틀의 잠 못 이루는 밤","['멜로/로맨스', '코미디', '드라마']","미국",105,"2016.12.28","12세 관람가","노라 에프론","['톰 행크스', '멕 라이언']",8,7,8.52,"0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"와일드","['드라마']","미국",119,"2015.01.22","청소년 관람불가","장 마크 발레","['리즈 위더스푼', '로라 던', '토머스 새도스키']",8.67,7.25,8.46,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"배틀 오브 비보이","['드라마']","미국",109,"2014.01.09","12세 관람가","벤슨 리","['조쉬 할로웨이', '크리스 브라운', '조쉬 펙']",NA,4,7.69,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"바람이 분다","['애니메이션', '드라마']","일본",126,"2013.09.05","전체 관람가","미야자키 하야오","['안노 히데아키', '타키모토 미오리']",NA,7,4.58,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"그 강아지 그 고양이","['멜로/로맨스']","한국",104,"2013.12.12","12세 관람가","민병우","['신명근', '손민지']",NA,4.75,8.37,"0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"하울의 움직이는 성","['애니메이션', '판타지']","일본",119,"2014.12.04","전체 관람가","미야자키 하야오","['바이쇼 치에코', '기무라 타쿠야']",9.34,9.1,NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"명탐정 코난: 이차원의 저격수","['애니메이션', '서스펜스', '모험']","일본",110,"2014.08.06","12세 관람가","시즈노 코분","['타카야마 미나미', '히다카 노리코']",8.65,8.77,NA,"0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0"
"글래디에이터","['액션', '드라마']","미국",154,"2000.06.03","15세 관람가","리들리 스콧","['러셀 크로우', '코니 닐슨', '올리버 리드']",NA,9.35,NA,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"몽정기 2","['드라마', '코미디']","한국",101,"2005.01.14","15세 관람가","정초신","['이지훈', '강은비', '전혜빈']",NA,2.99,NA,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"코렐라인: 비밀의 문","['애니메이션', '판타지', '가족', '모험', '스릴러']","미국",100,"2009.05.21","전체 관람가","헨리 셀릭","['다코타 패닝', '테리 해처']",NA,8.06,9.11,"0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1"
"어벤져스: 에이지 오브 울트론","['액션', '모험', '판타지', 'SF']","미국",141,"2015.04.23","12세 관람가","조스 웨던","['로버트 다우니 주니어', '크리스 헴스워스', '마크 러팔로']",8.59,6.92,8.32,"1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1"
"변호인","['드라마']","한국",127,"2013.12.18","15세 관람가","양우석","['송강호', '김영애', '오달수']",9.28,7.43,8.97,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"스탈린그라드: 최후의 전투","['전쟁', '드라마']","독일",134,"2014.01.23","15세 관람가","조셉 빌스마이어","['도미니크 호위츠', '토마스 크레취만', '조컨 니켈']",NA,8.5,NA,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"에라곤","['액션', '가족', '판타지', 'SF']","미국",103,"2007.01.11","12세 관람가","스티펜 펭메이어","['에드워드 스펠리어스', '제레미 아이언스']",NA,4,5.83,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1"
"스플라이스","['SF', '스릴러', '공포']","캐나다",103,"2010.07.01","청소년 관람불가","빈센조 나탈리","['애드리안 브로디', '사라 폴리']",NA,7.25,5.91,"1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"돌이킬 수 없는","['드라마', '느와르']","프랑스",100,"2014.10.02","청소년 관람불가","클레어 드니","['뱅상 랭동', '키아라 마스트로얀니', '줄리 바타이']",7,7,5.93,"0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"데스 노트","['모험', '범죄', '드라마', '미스터리']","일본",126,"2006.11.02","12세 관람가","카네코 슈스케","['후지와라 타츠야', '마츠야마 켄이치']",NA,7.09,NA,"0","0","0","0","0","0","1","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"일대종사","['무협', '액션', '드라마']","홍콩",122,"2013.08.22","12세 관람가","왕가위","['양조위', '장쯔이', '송혜교']",NA,7.81,8.06,"0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"초한지 - 천하대전","['액션']","중국",137,"2013.04.18","12세 관람가","이인항","['여명', '유역비', '풍소봉']",NA,6,7.81,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"마요네즈","['드라마']","한국",114,"1999.02.13","15세 관람가","윤인호","['김혜자', '최진실']",NA,8.23,NA,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"시라노; 연애조작단","['멜로/로맨스', '코미디']","한국",117,"2010.09.16","12세 관람가","김현석","['엄태웅', '이민정', '최다니엘']",8,7.14,8.73,"0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
